,University Admission year,Gender,Age,H.S.C passing year,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?
756,2022,Male,22,2021,5,No,No,4,1,Offline,Yes,Yes,3,Advance,87,No,No,No,Machine Learning,2,Data Science,Married,No,Bachelor,No,5.925000000000001,No,8.725000000000001,67,41000
757,2021,Male,23,2019,9,No,No,3,1,Offline,Yes,Yes,3,Intermediate,87,Yes,No,No,Networking,2,Hardware,Married,No,Family,No,6.875,No,9.5,116,44000
758,2021,Female,21,2020,9,No,No,3,2,Online,Yes,Yes,4,Intermediate,100,No,No,Yes,Cyber security,3,Software,Relationship,No,Bachelor,No,4.95,No,7.275,117,44000
759,2020,Female,20,2020,11,No,No,2,1,Online,Yes,Yes,3,Intermediate,100,No,No,Yes,Networking,2,Hardware,Single,Yes,Family,No,6.6000000000000005,No,9.25,136,44000
760,2019,Male,22,2018,9,No,No,6,2,Online,Yes,Yes,11,Intermediate,77,No,No,No,Networking,6,UI/UX,Single,Yes,Bachelor,No,4.425,No,6.65,133,45000
761,2022,Female,21,2020,5,No,No,4,2,Offline,Yes,Yes,7,Intermediate,95,No,No,No,Programming,1,Data Science,Single,Yes,Family,No,5.475,No,6.925,42,45000
762,2021,Male,22,2020,6,Yes,No,5,5,Online,Yes,Yes,7,Advance,70,Yes,Yes,Yes,Web development,3,Hardware,Relationship,Yes,Bachelor,No,5.475,No,7.975,63,45000
763,2020,Female,20,2020,8,No,No,3,1,Online,Yes,Yes,9,Intermediate,86,Yes,No,No,Programming,2,Data Science,Single,No,Bachelor,Yes,4.95,No,7.45,119,45000
764,2021,Female,20,2020,9,No,No,4,2,Offline,Yes,Yes,2,Intermediate,78,Yes,No,No,Machine Learning,4,Data Science,Relationship,Yes,Family,No,4.575,No,7.25,97,45000
765,2020,Female,21,2019,9,No,No,3,1,Online,Yes,Yes,9,Intermediate,100,No,No,Yes,Web development,2,Software,Relationship,No,Bachelor,No,4.675000000000001,No,7.05,139,46000
766,2020,Female,25,2019,11,No,No,1,1,Online,Yes,Yes,3,Intermediate,68,No,No,No,Programming,2,UI/UX,Single,No,Bachelor,No,6.625,No,9.275,136,49000
767,2020,Female,23,2018,11,Yes,No,6,2,Offline,Yes,Yes,4,Advance,90,Yes,No,Yes,Programming,5,Software,Single,No,Family,No,5.475,No,8.625,122,50000
768,2022,Male,24,2019,4,Yes,No,3,2,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Networking,1,Software,Single,No,Family,No,6.25,No,8.5,46,50000
769,2020,Male,25,2019,11,No,No,2,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Networking,4,Hardware,Relationship,No,Bachelor,No,7.05,No,9.625,136,50000
770,2020,Female,22,2020,8,No,No,2,1,Online,Yes,Yes,2,Basic,50,Yes,No,No,Cyber security,2,Data Science,Relationship,No,Bachelor,No,3.35,No,6.7,98,50000
771,2022,Female,19,2021,5,No,No,1,1,Offline,Yes,Yes,4,Basic,78,No,No,Yes,Programming,2,UI/UX,Single,No,Bachelor,No,6.7,No,9.475,80,50000
772,2019,Female,22,2017,10,No,No,2,1,Online,Yes,Yes,1,Intermediate,80,Yes,No,No,Networking,1,Data Science,Relationship,Yes,Family,No,4.925,No,7.45,79,52000
773,2021,Female,20,2020,9,Yes,No,5,2,Offline,Yes,Yes,3,Advance,100,No,No,No,Web development,4,Data Science,Single,No,Family,No,6.8999999999999995,No,9.65,127,52000
774,2019,Female,25,2019,10,No,No,4,2,Offline,Yes,Yes,7,Advance,45,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,4.3,No,6.975,140,54000
775,2020,Male,21,2020,10,No,No,2,2,Offline,Yes,Yes,2,Basic,100,No,No,No,Cyber security,4,Data Science,Single,Yes,Bachelor,No,6.550000000000001,No,9.375,136,55000
776,2021,Female,20,2020,7,No,No,2,1,Offline,Yes,Yes,2,Advance,87,No,No,No,Networking,4,Hardware,Relationship,No,Bachelor,No,3.775,No,6.475,99,55000
777,2022,Female,22,2021,5,No,No,2,3,Offline,Yes,No,2,Intermediate,95,Yes,No,No,Networking,2,Hardware,Single,No,Bachelor,No,3.625,No,6.324999999999999,65,55000
778,2022,Male,21,2021,5,No,No,2,1,Offline,Yes,No,4,Intermediate,100,No,No,No,Machine Learning,2,UI/UX,Single,No,Bachelor,No,5.4,No,8.100000000000001,66,57000
779,2022,Male,21,2021,6,No,No,2,1,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Web development,2,Software,Married,Yes,Family,No,6.4,No,9.05,65,58000
780,2019,Male,21,2018,11,Yes,No,1,1,Offline,Yes,Yes,7,Advance,100,No,No,Yes,Programming,3,UI/UX,Single,No,Bachelor,No,4.925,No,7.75,136,59000
781,2020,Female,23,2019,7,No,No,2,2,Offline,Yes,Yes,3,Intermediate,90,Yes,No,No,Networking,1,Data Science,Relationship,Yes,Family,No,5.825,No,8.275,32,60000
782,2020,Female,20,2020,11,No,No,2,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Networking,2,Hardware,Single,No,Bachelor,No,4.0,No,6.7,136,60000
783,2021,Male,20,2021,7,No,No,4,3,Offline,Yes,Yes,6,Intermediate,80,No,No,No,Machine Learning,3,Hardware,Relationship,Yes,Bachelor,No,5.2749999999999995,No,8.05,97,60000
784,2021,Female,20,2021,7,No,No,3,1,Online,Yes,Yes,7,Basic,100,Yes,Yes,No,Programming,2,Software,Single,Yes,Bachelor,No,2.9749999999999996,No,5.4,103,60000
785,2020,Male,21,2019,9,No,No,4,2,Online,Yes,Yes,5,Advance,100,No,No,Yes,Machine Learning,2,Software,Single,No,Bachelor,No,6.625,No,9.45,121,61000
786,2020,Male,20,2020,10,No,No,2,2,Offline,Yes,Yes,2,Intermediate,100,Yes,No,Yes,Artificial Intelligence,1,Data Science,Relationship,Yes,Bachelor,No,6.675,No,9.25,135,61000
787,2020,Male,24,2019,11,No,No,3,3,Online,Yes,Yes,3,Intermediate,46,Yes,No,No,Cyber security,2,Data Science,Single,No,Family,No,6.1,No,8.774999999999999,144,64000
788,2020,Male,24,2019,11,No,No,3,3,Offline,Yes,Yes,3,Advance,75,Yes,No,Yes,Networking,1,Hardware,Relationship,Yes,Bachelor,No,4.125,No,6.7,143,65000
789,2020,Male,25,2019,10,No,No,2,2,Offline,Yes,Yes,3,Intermediate,78,No,No,No,Cyber security,2,Data Science,Single,Yes,Bachelor,No,6.35,No,9.025,78,65000
790,2020,Male,20,2020,11,No,No,2,1,Online,Yes,Yes,2,Advance,100,Yes,No,No,Cyber security,2,Data Science,Married,Yes,Family,No,6.25,No,9.025,136,65000
791,2021,Female,20,2020,6,No,No,4,2,Online,Yes,Yes,8,Intermediate,100,No,No,No,Web development,2,Software,Relationship,Yes,Family,No,5.175,No,8.475,84,66000
792,2020,Female,20,2020,8,No,No,4,2,Online,Yes,Yes,6,Advance,100,No,No,Yes,Web development,1,UI/UX,Single,No,Family,No,4.425,No,6.6000000000000005,119,66000
793,2021,Male,20,2020,7,Yes,No,3,1,Offline,Yes,Yes,5,Intermediate,90,No,No,No,Networking,2,Hardware,Single,No,Bachelor,No,5.2749999999999995,No,8.025,102,66000
794,2022,Female,21,2021,5,No,No,2,1,Offline,Yes,No,2,Intermediate,46,Yes,No,Yes,Artificial Intelligence,4,Data Science,Single,Yes,Bachelor,No,5.825,No,8.525,63,66000
795,2022,Female,20,2021,5,No,No,3,1,Offline,Yes,Yes,3,Basic,100,Yes,No,Yes,Web development,4,Software,Relationship,Yes,Bachelor,No,6.925,No,9.6,58,66000
796,2019,Male,21,2018,11,Yes,No,4,4,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Programming,3,Software,Single,No,Family,No,7.175000000000001,No,9.95,136,67000
797,2019,Male,22,2017,10,No,No,3,1,Online,Yes,Yes,7,Intermediate,100,No,No,No,Web development,2,Software,Single,No,Bachelor,No,5.475,No,8.575000000000001,116,68000
798,2020,Male,22,2019,10,No,No,2,1,Offline,Yes,Yes,8,Advance,100,No,No,Yes,Artificial Intelligence,2,Hardware,Single,No,Family,No,5.2749999999999995,No,8.475,132,68000
799,2020,Male,25,2019,11,No,No,1,2,Offline,Yes,Yes,2,Intermediate,51,No,No,Yes,Artificial Intelligence,4,Data Science,Single,Yes,Bachelor,Yes,6.2749999999999995,No,8.924999999999999,136,68000
800,2020,Male,22,2019,9,No,No,3,2,Online,Yes,Yes,3,Basic,100,No,No,No,Networking,2,Hardware,Single,Yes,Bachelor,No,5.550000000000001,No,8.45,100,68000
801,2021,Female,20,2020,8,No,No,2,2,Offline,Yes,Yes,2,Intermediate,34,Yes,No,No,Cyber security,3,Data Science,Single,No,Bachelor,No,4.65,No,7.275,88,68000
802,2021,Female,22,2021,9,No,No,1,1,Offline,Yes,No,8,Basic,50,No,No,No,Artificial Intelligence,1,Data Science,Married,Yes,Family,No,4.675000000000001,No,7.375,100,68000
803,2022,Female,21,2021,8,Yes,No,5,2,Online,Yes,Yes,3,Basic,87,No,No,Yes,Cyber security,2,Data Science,Single,No,Bachelor,No,7.199999999999999,No,9.775,88,68000
804,2020,Female,23,2018,10,No,No,3,3,Online,Yes,Yes,6,Intermediate,99,Yes,Yes,No,Web development,1,Data Science,Single,No,Family,No,4.7749999999999995,No,7.75,123,70000
805,2021,Female,20,2020,8,No,No,3,3,Online,Yes,Yes,2,Intermediate,100,No,No,No,Programming,2,UI/UX,Relationship,No,Family,No,4.525,No,7.25,101,70000
806,2022,Male,20,2020,6,No,No,2,2,Offline,Yes,Yes,2,Intermediate,56,Yes,No,Yes,Programming,2,UI/UX,Single,No,Family,Yes,4.3,No,7.0,80,70000
807,2021,Female,20,2020,9,No,No,1,1,Offline,Yes,Yes,3,Intermediate,76,No,No,Yes,Web development,2,Software,Relationship,No,Bachelor,No,3.9000000000000004,No,6.574999999999999,70,70000
808,2021,Female,24,2021,6,No,No,1,1,Offline,Yes,Yes,4,Basic,100,No,No,No,Programming,2,Software,Single,Yes,Family,Yes,5.575,No,8.475,98,70000
809,2022,Female,21,2021,6,No,No,2,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,Yes,Networking,2,Hardware,Relationship,No,Bachelor,No,6.675,No,9.350000000000001,70,70000
810,2022,Female,19,2022,3,No,No,4,3,Online,Yes,Yes,4,Intermediate,63,No,No,No,Web development,2,Software,Relationship,No,Bachelor,Yes,4.125,No,7.175000000000001,35,70000
811,2021,Female,20,2020,9,No,No,2,1,Online,Yes,Yes,6,Advance,90,No,No,Yes,Machine Learning,2,Software,Relationship,No,Family,No,6.1,No,9.7,23,71000
812,2022,Male,20,2021,6,No,No,4,2,Offline,Yes,Yes,3,Intermediate,68,Yes,No,No,Networking,4,Hardware,Married,Yes,Family,No,3.9000000000000004,No,6.574999999999999,70,74000
813,2020,Female,21,2019,10,No,No,6,2,Offline,Yes,Yes,4,Intermediate,80,No,No,No,Networking,4,Hardware,Relationship,No,Bachelor,Yes,5.525,No,8.025,116,75000
814,2020,Male,20,2020,11,No,No,1,3,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Networking,1,Hardware,Relationship,No,Bachelor,No,6.5249999999999995,No,9.200000000000001,136,75000
815,2021,Female,24,2019,10,No,No,3,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Artificial Intelligence,2,Data Science,Relationship,No,Bachelor,No,6.025,No,8.75,116,76000
816,2021,Female,20,2020,9,No,No,2,3,Online,Yes,Yes,3,Advance,100,Yes,No,No,Cyber security,2,Data Science,Single,Yes,Family,No,3.9250000000000003,No,6.65,100,76000
817,2021,Male,20,2020,9,Yes,No,4,1,Offline,Yes,Yes,2,Advance,100,Yes,No,Yes,Machine Learning,2,Data Science,Relationship,Yes,Bachelor,No,6.825,No,9.5,100,76000
818,2020,Male,22,2020,9,No,No,2,1,Offline,Yes,Yes,2,Advance,100,Yes,No,Yes,Networking,4,Hardware,Married,No,Family,Yes,7.175000000000001,No,9.825000000000001,100,76000
819,2022,Male,20,2021,5,No,No,3,2,Online,Yes,Yes,3,Intermediate,100,No,No,No,Networking,3,Hardware,Single,No,Bachelor,No,3.9000000000000004,No,6.65,71,76000
820,2022,Male,25,2018,6,No,No,3,2,Online,Yes,Yes,8,Advance,100,No,No,No,Programming,3,UI/UX,Single,No,Bachelor,Yes,7.175000000000001,No,9.95,143,77000
821,2021,Male,23,2019,8,No,No,3,1,Online,Yes,Yes,7,Advance,89,No,No,No,Machine Learning,1,Data Science,Single,No,Bachelor,No,4.475,No,7.125,104,77000
822,2019,Male,21,2019,10,Yes,No,7,3,Online,Yes,Yes,3,Advance,100,No,No,No,Programming,2,UI/UX,Single,No,Family,No,7.199999999999999,No,9.825000000000001,139,77000
823,2020,Female,22,2019,9,No,No,4,2,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Artificial Intelligence,1,Data Science,Relationship,No,Bachelor,Yes,6.949999999999999,No,9.6,120,77000
824,2021,Female,22,2020,6,Yes,No,1,1,Online,Yes,Yes,4,Basic,98,No,No,No,Cyber security,3,Hardware,Relationship,Yes,Family,Yes,5.8999999999999995,Yes,7.975,70,77000
825,2020,Female,21,2020,7,No,No,3,2,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Machine Learning,3,Software,Single,No,Family,No,5.074999999999999,No,7.875,65,78000
826,2018,Female,25,2018,11,Yes,No,5,3,Offline,Yes,Yes,1,Basic,78,Yes,No,Yes,Artificial Intelligence,4,Software,Single,Yes,Bachelor,No,7.075,No,9.75,143,79000
827,2020,Female,20,2019,7,Yes,No,5,3,Offline,Yes,Yes,4,Advance,100,No,No,No,Networking,1,UI/UX,Single,Yes,Family,No,6.1,No,9.45,88,79000
828,2021,Male,20,2020,7,No,No,5,3,Offline,Yes,Yes,5,Intermediate,50,No,No,Yes,Web development,3,UI/UX,Single,No,Family,No,4.1499999999999995,No,7.4750000000000005,97,79000
829,2019,Male,21,2018,10,No,Yes,6,4,Offline,Yes,Yes,3,Advance,80,No,No,No,Cyber security,2,UI/UX,Single,Yes,Family,No,6.35,No,9.399999999999999,126,80000
830,2020,Female,22,2019,11,Yes,No,2,1,Online,Yes,Yes,4,Intermediate,99,No,No,No,Programming,1,Hardware,Single,No,Family,No,6.975,No,8.975,125,80000
831,2019,Male,20,2019,11,No,No,2,1,Offline,Yes,Yes,6,Basic,77,Yes,Yes,Yes,Cyber security,2,Hardware,Relationship,No,Bachelor,No,3.875,No,6.675,144,80000
832,2021,Male,21,2020,8,No,No,4,2,Offline,Yes,Yes,2,Advance,100,Yes,No,No,Networking,2,Data Science,Single,No,Family,Yes,3.125,No,6.425,101,80000
833,2020,Female,20,2020,10,No,No,4,2,Offline,Yes,Yes,2,Advance,100,No,No,No,Networking,2,Hardware,Single,No,Bachelor,No,6.4,No,9.025,131,80000
834,2022,Male,20,2021,8,No,No,4,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Networking,1,Hardware,Single,Yes,Family,No,6.6000000000000005,No,9.25,99,81000
835,2020,Male,20,2020,10,Yes,No,3,2,Offline,Yes,Yes,7,Advance,78,No,No,No,Cyber security,2,Data Science,Married,Yes,Family,Yes,3.625,No,6.675,142,82000
836,2020,Male,21,2018,10,No,No,3,2,Offline,Yes,Yes,3,Basic,70,No,No,No,Programming,3,UI/UX,Relationship,No,Bachelor,Yes,3.9000000000000004,No,7.175000000000001,133,85000
837,2022,Female,21,2021,6,Yes,No,6,2,Offline,Yes,Yes,5,Intermediate,70,No,No,Yes,Programming,5,UI/UX,Relationship,No,Family,No,5.25,No,8.425,86,85000
838,2022,Female,20,2022,3,No,No,2,1,Online,Yes,No,3,Intermediate,60,No,No,No,Artificial Intelligence,1,Hardware,Married,No,Family,No,5.25,No,8.2,77,85000
839,2021,Female,20,2020,10,No,No,2,2,Online,Yes,Yes,2,Intermediate,100,Yes,No,Yes,Artificial Intelligence,4,Data Science,Married,No,Family,No,3.85,No,6.6000000000000005,137,86000
840,2019,Male,24,2019,10,No,No,1,3,Offline,Yes,Yes,2,Basic,80,Yes,Yes,Yes,Programming,1,Software,Relationship,Yes,Family,Yes,5.9750000000000005,No,8.575000000000001,45,87000
841,2020,Female,21,2020,8,No,No,4,3,Online,Yes,Yes,2,Advance,80,No,No,No,Cyber security,3,UI/UX,Married,No,Family,No,6.2749999999999995,No,9.675,103,87000
842,2020,Male,21,2020,11,Yes,No,2,2,Offline,Yes,Yes,1,Basic,79,No,No,No,Machine Learning,2,Data Science,Single,Yes,Bachelor,No,7.025,No,9.725,143,87000
843,2021,Female,20,2020,9,No,No,2,1,Offline,Yes,Yes,2,Advance,88,No,No,Yes,Programming,1,UI/UX,Single,No,Bachelor,No,6.125,No,8.85,117,88000
844,2021,Male,20,2021,8,No,No,3,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Family,Yes,6.65,No,9.3,98,88000
845,2020,Female,21,2019,9,Yes,No,6,1,Offline,No,Yes,4,Intermediate,80,No,No,Yes,Programming,1,UI/UX,Relationship,Yes,Family,Yes,5.1,No,8.075,100,89000
846,2021,Male,21,2020,8,No,No,4,2,Online,Yes,Yes,6,Advance,100,No,Yes,No,Web development,2,Software,Single,Yes,Bachelor,No,5.725,No,8.9,100,89000
847,2021,Male,20,2020,8,No,No,4,2,Offline,Yes,Yes,7,Advance,88,No,No,Yes,Machine Learning,3,Software,Single,No,Family,No,6.375,No,9.425,137,89000
848,2018,Male,22,2017,11,Yes,No,4,2,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Programming,3,UI/UX,Single,Yes,Bachelor,Yes,7.25,No,9.725,135,90000
849,2019,Male,25,2018,11,No,No,3,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Web development,2,Software,Relationship,Yes,Bachelor,No,5.85,No,8.55,143,90000
850,2020,Male,21,2019,10,No,No,3,2,Online,Yes,Yes,4,Advance,100,No,No,Yes,Cyber security,2,Data Science,Married,No,Family,No,5.2,No,7.7749999999999995,138,90000
851,2021,Female,20,2020,9,No,No,3,1,Online,Yes,Yes,10,Advance,100,No,No,Yes,Networking,3,Hardware,Married,No,Family,No,6.2749999999999995,No,8.75,130,90000
852,2022,Female,21,2021,5,No,No,4,1,Online,Yes,Yes,8,Intermediate,100,No,No,No,Machine Learning,3,Software,Single,No,Family,No,5.324999999999999,No,8.325,107,90000
853,2019,Male,25,2018,11,No,No,2,1,Offline,Yes,Yes,2,Intermediate,35,No,Yes,No,Cyber security,1,Data Science,Single,No,Bachelor,No,3.5749999999999997,No,6.4,143,91000
854,2022,Female,20,2020,4,No,No,2,3,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Programming,1,UI/UX,Married,Yes,Family,No,3.15,No,5.825,59,93000
855,2021,Female,20,2020,9,No,No,2,3,Offline,Yes,Yes,3,Advance,56,Yes,No,Yes,Networking,4,Hardware,Single,No,Bachelor,No,3.9000000000000004,No,6.5,130,95000
856,2020,Male,23,2019,10,No,No,2,3,Offline,Yes,Yes,1,Basic,100,No,No,No,Programming,4,UI/UX,Single,No,Bachelor,No,4.375,No,7.025,137,98000
857,2019,Male,25,2018,11,No,No,2,1,Offline,Yes,Yes,7,Basic,100,No,No,No,Programming,3,Software,Married,Yes,Family,No,4.4,No,7.175000000000001,144,100000
858,2021,Male,21,2019,5,No,No,6,2,Online,Yes,Yes,4,Intermediate,100,Yes,No,Yes,Cyber security,2,Data Science,Single,Yes,Bachelor,No,3.35,No,6.324999999999999,96,100000
859,2020,Male,21,2019,8,No,No,5,3,Offline,Yes,Yes,4,Advance,100,No,No,Yes,Programming,3,UI/UX,Single,No,Bachelor,No,7.275,No,9.875,119,100000
860,2020,Male,22,2019,10,No,No,2,3,Online,Yes,Yes,2,Intermediate,45,Yes,No,No,Networking,4,Hardware,Relationship,Yes,Family,Yes,6.15,No,8.8,140,100000
861,2021,Female,20,2020,5,No,No,3,1,Offline,Yes,Yes,7,Intermediate,70,No,No,No,Cyber security,3,Software,Relationship,No,Bachelor,No,4.175,No,7.45,75,100000
862,2023,Female,20,2021,2,Yes,No,2,4,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,3,Hardware,Relationship,Yes,Family,Yes,6.65,Yes,6.65,12,100000
863,2018,Male,24,2018,10,No,No,1,3,Online,Yes,Yes,3,Advance,65,Yes,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Family,No,6.625,No,9.200000000000001,140,110000
864,2022,Male,20,2020,6,No,No,2,1,Offline,Yes,Yes,5,Intermediate,100,No,No,No,Networking,4,Hardware,Single,No,Family,No,7.0,No,9.775,77,110000
865,2021,Female,20,2020,8,No,No,5,3,Offline,Yes,Yes,6,Intermediate,100,No,No,No,Networking,1,Hardware,Married,Yes,Family,No,3.65,No,6.675,101,110000
866,2021,Female,21,2020,10,No,No,2,3,Offline,Yes,Yes,2,Intermediate,89,Yes,No,No,Programming,4,UI/UX,Single,No,Bachelor,No,4.175,No,6.825,134,110000
867,2022,Male,20,2021,6,No,No,3,3,Offline,Yes,Yes,3,Advance,62,Yes,No,No,Artificial Intelligence,1,Data Science,Single,Yes,Bachelor,No,3.375,No,6.45,77,114000
868,2021,Male,21,2020,7,No,No,3,1,Offline,Yes,Yes,2,Advance,78,No,No,No,Web development,2,Software,Relationship,No,Family,No,6.4,No,9.15,88,115000
869,2022,Female,19,2022,3,No,No,1,1,Online,Yes,Yes,5,Advance,100,No,No,No,Cyber security,3,UI/UX,Single,No,Family,No,6.675,No,9.45,32,115000
870,2022,Female,20,2020,5,No,No,2,2,Offline,Yes,Yes,1,Advance,41,No,No,Yes,Machine Learning,2,Data Science,Single,Yes,Bachelor,No,6.4,No,9.025,68,116000
871,2020,Male,25,2019,10,No,No,2,3,Offline,Yes,Yes,2,Intermediate,86,Yes,No,No,Networking,2,Hardware,Single,No,Bachelor,No,6.675,No,9.375,140,117000
872,2022,Male,20,2021,6,No,No,3,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Web development,1,Software,Relationship,No,Bachelor,No,6.15,No,8.875,89,120000
873,2020,Male,24,2019,10,No,No,1,2,Offline,Yes,Yes,3,Intermediate,83,Yes,No,Yes,Networking,2,Hardware,Married,Yes,Family,No,3.5999999999999996,No,6.625,136,123000
874,2020,Female,24,2019,11,No,No,3,2,Offline,Yes,Yes,1,Basic,100,No,No,No,Web development,4,Software,Relationship,Yes,Bachelor,No,6.324999999999999,No,9.05,143,128000
875,2019,Female,25,2019,11,No,No,2,2,Offline,Yes,Yes,5,Basic,100,No,No,No,Programming,3,Software,Single,Yes,Family,No,6.975,No,9.7,141,130000
876,2021,Female,20,2020,9,Yes,No,3,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,Yes,Web development,4,Software,Single,Yes,Family,No,6.875,No,9.549999999999999,103,130000
877,2022,Male,21,2021,6,No,No,1,3,Offline,Yes,Yes,2,Advance,100,Yes,No,No,Programming,4,UI/UX,Married,Yes,Family,Yes,4.2,No,6.825,88,130000
878,2022,Female,20,2021,5,No,No,4,1,Online,Yes,Yes,2,Intermediate,77,Yes,No,Yes,Programming,4,Software,Married,No,Family,No,4.175,No,6.925,58,130000
879,2020,Male,20,2020,10,Yes,No,2,2,Offline,Yes,Yes,3,Advance,84,No,No,Yes,Web development,4,Software,Relationship,No,Bachelor,No,4.4,No,7.0,122,134000
880,2021,Female,25,2019,10,No,No,4,2,Online,Yes,Yes,4,Advance,100,No,No,Yes,Networking,2,Hardware,Relationship,No,Bachelor,No,7.199999999999999,No,9.75,139,135000
881,2020,Male,20,2020,11,No,No,2,1,Offline,Yes,Yes,3,Basic,100,Yes,No,No,Networking,2,Hardware,Single,No,Bachelor,No,6.35,No,9.025,143,135000
882,2021,Female,22,2020,9,No,No,4,2,Offline,Yes,Yes,1,Advance,100,Yes,Yes,No,Cyber security,2,Data Science,Married,Yes,Family,No,4.4,No,7.05,121,135000
883,2020,Male,21,2020,8,No,No,3,2,Offline,Yes,Yes,2,Intermediate,100,No,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Family,Yes,6.35,No,9.1,97,135000
884,2019,Male,25,2018,11,No,No,3,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Networking,1,Hardware,Single,Yes,Family,No,3.85,No,6.7,143,144000
885,2021,Female,21,2020,9,No,No,2,1,Offline,Yes,Yes,2,Intermediate,35,No,No,No,Machine Learning,2,Data Science,Relationship,Yes,Bachelor,Yes,3.65,No,6.25,119,144000
886,2019,Male,22,2019,11,Yes,No,6,3,Offline,Yes,Yes,7,Advance,100,No,No,No,Cyber security,4,Data Science,Single,No,Family,No,7.275,No,9.925,141,150000
887,2021,Female,20,2020,9,No,No,3,3,Online,Yes,Yes,3,Advance,100,No,No,No,Networking,2,Hardware,Relationship,Yes,Bachelor,No,4.5,No,7.2250000000000005,116,155000
888,2021,Female,20,2020,8,Yes,No,5,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Web development,4,Software,Relationship,Yes,Bachelor,No,6.949999999999999,No,9.5,89,158000
889,2021,Female,21,2021,5,Yes,No,3,2,Offline,Yes,Yes,8,Advance,67,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,4.125,No,6.4,64,165000
890,2020,Female,22,2019,8,Yes,No,2,1,Offline,Yes,Yes,4,Advance,100,No,No,No,Programming,2,UI/UX,Single,Yes,Family,No,5.8,No,9.675,113,170000
891,2020,Female,25,2019,11,No,No,3,3,Online,Yes,Yes,1,Advance,35,No,No,No,Networking,2,Hardware,Relationship,No,Bachelor,No,3.9250000000000003,No,6.574999999999999,143,170000
892,2021,Female,20,2020,8,Yes,No,3,3,Offline,Yes,Yes,3,Intermediate,100,Yes,No,No,Artificial Intelligence,4,Data Science,Single,Yes,Family,No,7.125,No,9.825000000000001,100,190000
893,2020,Male,21,2020,10,No,No,3,2,Offline,Yes,Yes,1,Intermediate,68,No,No,No,Networking,4,Hardware,Married,No,Family,No,6.8500000000000005,No,9.6,137,190000
894,2020,Female,22,2020,7,No,No,3,2,Offline,Yes,Yes,7,Intermediate,100,No,Yes,No,Web development,3,UI/UX,Single,Yes,Bachelor,No,5.324999999999999,No,7.574999999999999,107,235000
895,2021,Female,20,2021,5,Yes,No,6,2,Offline,Yes,Yes,1,Advance,100,No,No,No,Programming,4,UI/UX,Single,Yes,Family,No,7.275,No,9.775,81,250000
896,2019,Female,25,2018,11,No,No,3,3,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Cyber security,1,Data Science,Single,No,Bachelor,No,3.5749999999999997,No,6.2250000000000005,143,255000
897,2019,Male,25,2017,11,No,No,2,1,Offline,Yes,No,5,Basic,86,No,No,No,Networking,3,Data Science,Relationship,No,Family,No,4.95,No,7.2250000000000005,145,300000
898,2020,Male,23,2019,9,Yes,No,1,2,Offline,Yes,Yes,5,Basic,100,No,No,Yes,Web development,1,Data Science,Relationship,No,Family,No,7.275,No,9.725,103,10000
899,2020,Female,22,2019,11,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,95,No,No,Yes,Programming,1,Data Science,Single,No,Family,No,6.25,No,8.7,128,25000
900,2023,Female,21,2022,2,No,No,5,5,Offline,Yes,Yes,5,Intermediate,100,No,No,No,Programming,3,Software,Single,Yes,Family,No,7.125,No,9.125,28,25000
